,"((18077, '2000-01-03'), (18326, '2000-12-27'))","((18127, '2000-03-15'), (18376, '2001-03-12'))","((18177, '2000-05-25'), (18426, '2001-05-22'))","((18227, '2000-08-07'), (18476, '2001-08-02'))","((18277, '2000-10-17'), (18526, '2001-10-18'))","((18327, '2000-12-28'), (18576, '2001-12-31'))","((18377, '2001-03-13'), (18626, '2002-03-14'))","((18427, '2001-05-23'), (18676, '2002-05-24'))","((18477, '2001-08-03'), (18726, '2002-08-06'))","((18527, '2001-10-19'), (18776, '2002-10-16'))","((18577, '2002-01-02'), (18826, '2002-12-27'))","((18627, '2002-03-15'), (18876, '2003-03-12'))","((18677, '2002-05-28'), (18926, '2003-05-22'))","((18727, '2002-08-07'), (18976, '2003-08-04'))","((18777, '2002-10-17'), (19026, '2003-10-14'))","((18827, '2002-12-30'), (19076, '2003-12-24'))","((18877, '2003-03-13'), (19126, '2004-03-09'))","((18927, '2003-05-23'), (19176, '2004-05-19'))","((18977, '2003-08-05'), (19226, '2004-08-02'))","((19027, '2003-10-15'), (19276, '2004-10-12'))","((19077, '2003-12-26'), (19326, '2004-12-22'))","((19127, '2004-03-10'), (19376, '2005-03-07'))","((19177, '2004-05-20'), (19426, '2005-05-17'))","((19227, '2004-08-03'), (19476, '2005-07-28'))","((19277, '2004-10-13'), (19526, '2005-10-07'))","((19327, '2004-12-23'), (19576, '2005-12-19'))","((19377, '2005-03-08'), (19626, '2006-03-03'))","((19427, '2005-05-18'), (19676, '2006-05-15'))","((19477, '2005-07-29'), (19726, '2006-07-26'))","((19527, '2005-10-10'), (19776, '2006-10-05'))","((19577, '2005-12-20'), (19826, '2006-12-15'))","((19627, '2006-03-06'), (19876, '2007-03-02'))","((19677, '2006-05-16'), (19926, '2007-05-14'))","((19727, '2006-07-27'), (19976, '2007-07-25'))","((19777, '2006-10-06'), (20026, '2007-10-04'))","((19827, '2006-12-18'), (20076, '2007-12-14'))","((19877, '2007-03-05'), (20126, '2008-02-28'))","((19927, '2007-05-15'), (20176, '2008-05-09'))","((19977, '2007-07-26'), (20226, '2008-07-22'))","((20027, '2007-10-05'), (20276, '2008-10-01'))","((20077, '2007-12-17'), (20326, '2008-12-11'))","((20127, '2008-02-29'), (20376, '2009-02-25'))","((20177, '2008-05-12'), (20426, '2009-05-07'))","((20227, '2008-07-23'), (20476, '2009-07-20'))","((20277, '2008-10-02'), (20526, '2009-09-29'))","((20327, '2008-12-12'), (20576, '2009-12-09'))","((20377, '2009-02-26'), (20626, '2010-02-23'))","((20427, '2009-05-08'), (20676, '2010-05-05'))","((20477, '2009-07-21'), (20726, '2010-07-16'))","((20527, '2009-09-30'), (20776, '2010-09-27'))","((20577, '2009-12-10'), (20826, '2010-12-07'))","((20627, '2010-02-24'), (20876, '2011-02-17'))","((20677, '2010-05-06'), (20926, '2011-05-02'))","((20727, '2010-07-19'), (20976, '2011-07-13'))","((20777, '2010-09-28'), (21026, '2011-09-22'))","((20827, '2010-12-08'), (21076, '2011-12-02'))","((20877, '2011-02-18'), (21126, '2012-02-15'))","((20927, '2011-05-03'), (21176, '2012-04-27'))","((20977, '2011-07-14'), (21226, '2012-07-10'))","((21027, '2011-09-23'), (21276, '2012-09-19'))","((21077, '2011-12-05'), (21326, '2012-12-03'))","((21127, '2012-02-16'), (21376, '2013-02-14'))","((21177, '2012-04-30'), (21426, '2013-04-29'))","((21227, '2012-07-11'), (21476, '2013-07-10'))","((21277, '2012-09-20'), (21526, '2013-09-19'))","((21327, '2012-12-04'), (21576, '2013-11-29'))","((21377, '2013-02-15'), (21626, '2014-02-12'))","((21427, '2013-04-30'), (21676, '2014-04-25'))","((21477, '2013-07-11'), (21726, '2014-07-08'))","((21527, '2013-09-20'), (21776, '2014-09-17'))","((21577, '2013-12-02'), (21826, '2014-11-26'))","((21627, '2014-02-13'), (21876, '2015-02-10'))","((21677, '2014-04-28'), (21926, '2015-04-23'))","((21727, '2014-07-09'), (21976, '2015-07-06'))","((21777, '2014-09-18'), (22026, '2015-09-15'))","((21827, '2014-11-28'), (22076, '2015-11-24'))","((21877, '2015-02-11'), (22126, '2016-02-08'))","((21927, '2015-04-24'), (22176, '2016-04-20'))","((21977, '2015-07-07'), (22226, '2016-06-30'))","((22027, '2015-09-16'), (22276, '2016-09-12'))","((22077, '2015-11-25'), (22326, '2016-11-21'))","((22127, '2016-02-09'), (22376, '2017-02-03'))","((22177, '2016-04-21'), (22426, '2017-04-18'))","((22227, '2016-07-01'), (22476, '2017-06-28'))","((22277, '2016-09-13'), (22526, '2017-09-08'))","((22327, '2016-11-22'), (22576, '2017-11-17'))","((22377, '2017-02-06'), (22626, '2018-02-01'))","((22427, '2017-04-19'), (22676, '2018-04-16'))","((22477, '2017-06-29'), (22726, '2018-06-26'))","((22527, '2017-09-11'), (22776, '2018-09-06'))","((22577, '2017-11-20'), (22826, '2018-11-15'))","((22627, '2018-02-02'), (22876, '2019-01-31'))","((22677, '2018-04-17'), (22926, '2019-04-12'))","((22727, '2018-06-27'), (22976, '2019-06-25'))","((22777, '2018-09-07'), (23026, '2019-09-05'))","((22827, '2018-11-16'), (23076, '2019-11-14'))","((22877, '2019-02-01'), (23126, '2020-01-29'))","((22927, '2019-04-15'), (23176, '2020-04-09'))","((22977, '2019-06-26'), (23226, '2020-06-22'))","((23027, '2019-09-06'), (23276, '2020-09-01'))","((23077, '2019-11-15'), (23326, '2020-11-11'))","((23127, '2020-01-30'), (23376, '2021-01-26'))","((23177, '2020-04-13'), (23426, '2021-04-08'))","((23227, '2020-06-23'), (23476, '2021-06-18'))","((23277, '2020-09-02'), (23526, '2021-08-30'))","((23327, '2020-11-12'), (23576, '2021-11-09'))"
13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,0,0,0,0,0,0,0,0,0,3.291435396,3.291435396,3.291435396,3.291435396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.968229003,3.968229003,3.968229003,3.968229003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
